dataset,distance,cmp,acc,train_duration,test_duration
SmoothSubspace,uncertain_ed,cdf_cmp,0.6933333333333334,618.18,17.89
BME,uncertain_ed,cdf_cmp,0.6466666666666666,661.84,291.2
CBF,uncertain_ed,cdf_cmp,0.8,679.63,1310.97
UMD,uncertain_ed,cdf_cmp,0.8819444444444444,647.87,166.4
SyntheticControl,uncertain_ed,cdf_cmp,0.7933333333333333,635.94,31.88
ShapeletSim,uncertain_ed,cdf_cmp,0.9111111111111111,669.89,409.38
Chinatown,uncertain_ed,cdf_cmp,0.9154518950437318,606.31,67.23
ECG200,uncertain_ed,interval_cmp,0.82,629.15,29.78
TwoLeadECG,uncertain_ed,interval_cmp,0.746268656716418,639.47,906.61
ECGFiveDays,uncertain_ed,interval_cmp,0.6248548199767712,673.7,1399.9
ItalyPowerDemand,uncertain_ed,interval_cmp,0.9378036929057337,633.75,264.94
SonyAIBORobotSurface2,uncertain_ed,interval_cmp,0.8467995802728226,628.37,708.38
SonyAIBORobotSurface1,uncertain_ed,interval_cmp,0.7886855241264559,628.11,335.83
Plane,uncertain_ed,interval_cmp,0.9333333333333333,637.66,33.73
Trace,uncertain_ed,interval_cmp,0.9,638.24,45.64
DodgerLoopWeekend,uncertain_ed,interval_cmp,0.782608695652174,647.04,261.32
DodgerLoopGame,uncertain_ed,interval_cmp,0.463768115942029,669.03,419.9
DodgerLoopDay,uncertain_ed,interval_cmp,0.3,650.99,47.85
SmoothSubspace,uncertain_ed,interval_cmp,0.6933333333333334,617.53,18.04
BME,uncertain_ed,interval_cmp,0.6733333333333333,646.87,351.16
CBF,uncertain_ed,interval_cmp,0.7866666666666666,673.44,1245.34
UMD,uncertain_ed,interval_cmp,0.8819444444444444,649.18,173.43
SyntheticControl,uncertain_ed,interval_cmp,0.7933333333333333,637.82,30.7
ShapeletSim,uncertain_ed,interval_cmp,0.9111111111111111,661.19,368.82
Chinatown,uncertain_ed,interval_cmp,0.9154518950437318,606.27,66.79
ECG200,dust_uniform,simple_cmp,0.75,622.65,19.69
TwoLeadECG,dust_uniform,simple_cmp,0.7489025460930641,654.6,1361.37
ECGFiveDays,dust_uniform,simple_cmp,0.9372822299651568,667.59,1687.96
ItalyPowerDemand,dust_uniform,simple_cmp,0.9008746355685131,631.64,366.71
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.8467995802728226,635.98,670.74
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.7886855241264559,628.22,381.63
Plane,dust_uniform,simple_cmp,0.9333333333333333,642.3,34.35
Trace,dust_uniform,simple_cmp,0.71,651.2,31.97
DodgerLoopWeekend,dust_uniform,simple_cmp,0.782608695652174,644.47,252.99
DodgerLoopGame,dust_uniform,simple_cmp,0.5,672.05,427.22
DodgerLoopDay,dust_uniform,simple_cmp,0.3,643.56,42.39
SmoothSubspace,dust_uniform,simple_cmp,0.7666666666666667,618.23,16.6
BME,dust_uniform,simple_cmp,0.6466666666666666,654.68,251.01
CBF,dust_uniform,simple_cmp,0.7866666666666666,668.72,1222.41
UMD,dust_uniform,simple_cmp,0.8819444444444444,650.75,174.73
SyntheticControl,dust_uniform,simple_cmp,0.7933333333333333,637.38,31.06
ShapeletSim,dust_uniform,simple_cmp,0.9111111111111111,660.03,407.32
Chinatown,dust_uniform,simple_cmp,0.9154518950437318,606.4,63.79
ECG200,dust_uniform,cdf_cmp,0.82,624.27,26.49
TwoLeadECG,dust_uniform,cdf_cmp,0.7489025460930641,653.38,1133.49
ECGFiveDays,dust_uniform,cdf_cmp,0.6562137049941928,669.1,1907.3
ItalyPowerDemand,dust_uniform,cdf_cmp,0.9125364431486881,632.96,377.39
SonyAIBORobotSurface2,dust_uniform,cdf_cmp,0.789087093389297,639.77,731.62
SonyAIBORobotSurface1,dust_uniform,cdf_cmp,0.7886855241264559,631.77,517.82
Plane,dust_uniform,cdf_cmp,0.9333333333333333,635.0,31.45
Trace,dust_uniform,cdf_cmp,0.9,649.62,48.46
DodgerLoopWeekend,dust_uniform,cdf_cmp,0.782608695652174,651.33,256.14
DodgerLoopGame,dust_uniform,cdf_cmp,0.6521739130434783,673.74,437.24
DodgerLoopDay,dust_uniform,cdf_cmp,0.3,640.4,41.9
SmoothSubspace,dust_uniform,cdf_cmp,0.76,618.85,17.9
BME,dust_uniform,cdf_cmp,0.6866666666666666,657.02,261.54
CBF,dust_uniform,cdf_cmp,0.7866666666666666,675.18,1252.41
UMD,dust_uniform,cdf_cmp,0.8819444444444444,654.51,187.66
SyntheticControl,dust_uniform,cdf_cmp,0.74,628.83,25.05
ShapeletSim,dust_uniform,cdf_cmp,0.9444444444444444,662.97,473.17
Chinatown,dust_uniform,cdf_cmp,0.8833819241982507,605.86,57.79
ECG200,dust_uniform,interval_cmp,0.72,622.84,15.03
TwoLeadECG,dust_uniform,interval_cmp,0.746268656716418,639.87,844.14
ECGFiveDays,dust_uniform,interval_cmp,0.9372822299651568,668.23,1248.95
ItalyPowerDemand,dust_uniform,interval_cmp,0.9135082604470359,635.32,374.79
SonyAIBORobotSurface2,dust_uniform,interval_cmp,0.7628541448058762,641.17,787.66
SonyAIBORobotSurface1,dust_uniform,interval_cmp,0.7886855241264559,631.37,530.26
Plane,dust_uniform,interval_cmp,0.9333333333333333,639.01,39.9
Trace,dust_uniform,interval_cmp,0.9,645.72,46.64
DodgerLoopWeekend,dust_uniform,interval_cmp,0.782608695652174,647.24,255.69
DodgerLoopGame,dust_uniform,interval_cmp,0.463768115942029,674.58,459.43
DodgerLoopDay,dust_uniform,interval_cmp,0.3,637.16,44.1
SmoothSubspace,dust_uniform,interval_cmp,0.7666666666666667,618.9,16.11
BME,dust_uniform,interval_cmp,0.6866666666666666,664.02,280.57
CBF,dust_uniform,interval_cmp,0.7777777777777778,680.63,1267.15
UMD,dust_uniform,interval_cmp,0.8819444444444444,658.41,194.55
SyntheticControl,dust_uniform,interval_cmp,0.7133333333333334,625.27,23.45
ShapeletSim,dust_uniform,interval_cmp,0.9111111111111111,674.94,410.38
Chinatown,dust_uniform,interval_cmp,0.9154518950437318,605.83,67.3
ECG200,dust_normal,simple_cmp,0.77,622.66,20.29
TwoLeadECG,dust_normal,simple_cmp,0.7489025460930641,647.28,935.44
ECGFiveDays,dust_normal,simple_cmp,0.6248548199767712,665.9,1532.91
ItalyPowerDemand,dust_normal,simple_cmp,0.9125364431486881,630.54,358.44
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.789087093389297,641.36,727.66
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.7886855241264559,630.91,525.14
Plane,dust_normal,simple_cmp,0.9047619047619048,632.31,32.39
Trace,dust_normal,simple_cmp,0.71,631.77,36.97
DodgerLoopWeekend,dust_normal,simple_cmp,0.8840579710144928,652.86,295.57
DodgerLoopGame,dust_normal,simple_cmp,0.6159420289855072,670.33,408.9
DodgerLoopDay,dust_normal,simple_cmp,0.3,633.76,40.8
SmoothSubspace,dust_normal,simple_cmp,0.7266666666666667,618.44,17.91
BME,dust_normal,simple_cmp,0.6466666666666666,655.9,251.63
CBF,dust_normal,simple_cmp,0.7866666666666666,673.92,1221.43
UMD,dust_normal,simple_cmp,0.8819444444444444,650.4,177.94
SyntheticControl,dust_normal,simple_cmp,0.74,626.72,24.98
ShapeletSim,dust_normal,simple_cmp,0.9444444444444444,666.36,478.34
Chinatown,dust_normal,simple_cmp,0.7755102040816326,604.49,32.38
ECG200,dust_normal,cdf_cmp,0.74,627.76,24.31
TwoLeadECG,dust_normal,cdf_cmp,0.746268656716418,662.62,1418.74
ECGFiveDays,dust_normal,cdf_cmp,0.6562137049941928,662.04,1177.03
ItalyPowerDemand,dust_normal,cdf_cmp,0.9203109815354713,632.58,348.09
SonyAIBORobotSurface2,dust_normal,cdf_cmp,0.789087093389297,642.53,686.17
SonyAIBORobotSurface1,dust_normal,cdf_cmp,0.9284525790349417,630.15,356.51
Plane,dust_normal,cdf_cmp,0.9333333333333333,634.94,35.54
Trace,dust_normal,cdf_cmp,0.9,643.12,40.42
DodgerLoopWeekend,dust_normal,cdf_cmp,0.782608695652174,645.18,234.76
DodgerLoopGame,dust_normal,cdf_cmp,0.6159420289855072,668.43,409.46
DodgerLoopDay,dust_normal,cdf_cmp,0.3,640.49,41.1
SmoothSubspace,dust_normal,cdf_cmp,0.7133333333333334,616.27,12.28
BME,dust_normal,cdf_cmp,0.6466666666666666,662.44,254.64
CBF,dust_normal,cdf_cmp,0.8,681.59,1066.52
UMD,dust_normal,cdf_cmp,0.8819444444444444,642.46,169.96
SyntheticControl,dust_normal,cdf_cmp,0.7933333333333333,635.38,28.64
ShapeletSim,dust_normal,cdf_cmp,0.9111111111111111,661.59,405.76
Chinatown,dust_normal,cdf_cmp,0.8833819241982507,604.65,35.33
ECG200,dust_normal,interval_cmp,0.77,621.37,19.94
TwoLeadECG,dust_normal,interval_cmp,0.6971027216856892,653.04,926.96
ECGFiveDays,dust_normal,interval_cmp,0.9372822299651568,646.2,1067.35
ItalyPowerDemand,dust_normal,interval_cmp,0.9135082604470359,630.1,366.78
SonyAIBORobotSurface2,dust_normal,interval_cmp,0.8467995802728226,635.02,403.92
SonyAIBORobotSurface1,dust_normal,interval_cmp,0.831946755407654,614.97,269.6
Plane,dust_normal,interval_cmp,0.9047619047619048,635.44,31.93
Trace,dust_normal,interval_cmp,0.71,630.59,37.9
DodgerLoopWeekend,dust_normal,interval_cmp,0.8840579710144928,660.82,202.25
DodgerLoopGame,dust_normal,interval_cmp,0.5,702.65,664.55
DodgerLoopDay,dust_normal,interval_cmp,0.375,625.2,33.87
SmoothSubspace,dust_normal,interval_cmp,0.72,620.04,19.27
BME,dust_normal,interval_cmp,0.66,640.54,187.89
CBF,dust_normal,interval_cmp,0.8888888888888888,677.64,842.27
UMD,dust_normal,interval_cmp,0.8958333333333334,648.08,174.92
SyntheticControl,dust_normal,interval_cmp,0.7933333333333333,626.03,27.57
ShapeletSim,dust_normal,interval_cmp,0.9444444444444444,662.19,385.52
Chinatown,dust_normal,interval_cmp,0.9387755102040817,603.11,34.55
