dataset,distance,cmp,acc,train_duration,test_duration
DodgerLoopDay,uncertain_ed,cdf_cmp,0.45,637.49,39.64
SmoothSubspace,uncertain_ed,cdf_cmp,0.72,621.51,21.56
BME,uncertain_ed,cdf_cmp,0.66,661.82,276.29
CBF,uncertain_ed,cdf_cmp,0.8544444444444445,668.58,1059.01
UMD,uncertain_ed,cdf_cmp,0.9305555555555556,654.18,196.12
SyntheticControl,uncertain_ed,cdf_cmp,0.7233333333333334,619.23,19.62
ShapeletSim,uncertain_ed,cdf_cmp,0.9833333333333333,658.55,318.01
Chinatown,uncertain_ed,cdf_cmp,0.9358600583090378,606.97,69.37
ECG200,uncertain_ed,interval_cmp,0.75,624.58,21.2
TwoLeadECG,uncertain_ed,interval_cmp,0.7278314310798947,647.75,1108.31
ECGFiveDays,uncertain_ed,interval_cmp,0.9477351916376306,667.69,1396.03
ItalyPowerDemand,uncertain_ed,interval_cmp,0.8688046647230321,629.79,338.09
SonyAIBORobotSurface2,uncertain_ed,interval_cmp,0.8457502623294858,646.39,957.31
SonyAIBORobotSurface1,uncertain_ed,interval_cmp,0.8069883527454242,627.42,603.77
Plane,uncertain_ed,interval_cmp,0.8571428571428571,641.06,38.78
Trace,uncertain_ed,interval_cmp,0.99,666.96,67.03
DodgerLoopWeekend,uncertain_ed,interval_cmp,0.8043478260869565,653.62,301.78
DodgerLoopGame,uncertain_ed,interval_cmp,0.6666666666666666,660.29,381.99
DodgerLoopDay,uncertain_ed,interval_cmp,0.45,639.79,35.32
SmoothSubspace,uncertain_ed,interval_cmp,0.6266666666666667,614.17,20.54
BME,uncertain_ed,interval_cmp,0.82,661.85,234.36
CBF,uncertain_ed,interval_cmp,0.8588888888888889,670.91,1069.2
UMD,uncertain_ed,interval_cmp,0.9097222222222222,652.24,182.23
SyntheticControl,uncertain_ed,interval_cmp,0.8366666666666667,630.02,27.87
ShapeletSim,uncertain_ed,interval_cmp,0.9833333333333333,662.71,316.26
Chinatown,uncertain_ed,interval_cmp,0.9096209912536443,606.09,67.17
ECG200,dust_uniform,simple_cmp,0.82,635.34,33.47
TwoLeadECG,dust_uniform,simple_cmp,0.7278314310798947,648.52,1101.68
ECGFiveDays,dust_uniform,simple_cmp,0.9872241579558653,674.45,1544.05
ItalyPowerDemand,dust_uniform,simple_cmp,0.892128279883382,632.0,352.94
SonyAIBORobotSurface2,dust_uniform,simple_cmp,0.8457502623294858,648.0,848.95
SonyAIBORobotSurface1,dust_uniform,simple_cmp,0.8069883527454242,634.1,586.63
Plane,dust_uniform,simple_cmp,0.9714285714285714,645.51,41.81
Trace,dust_uniform,simple_cmp,0.99,651.47,42.42
DodgerLoopWeekend,dust_uniform,simple_cmp,0.9202898550724637,655.8,252.71
DodgerLoopGame,dust_uniform,simple_cmp,0.7536231884057971,660.45,345.39
DodgerLoopDay,dust_uniform,simple_cmp,0.45,654.82,41.5
SmoothSubspace,dust_uniform,simple_cmp,0.66,622.37,20.59
BME,dust_uniform,simple_cmp,0.7266666666666667,664.52,297.8
CBF,dust_uniform,simple_cmp,0.8544444444444445,673.21,974.73
UMD,dust_uniform,simple_cmp,0.9305555555555556,652.67,182.54
SyntheticControl,dust_uniform,simple_cmp,0.8166666666666667,623.33,22.43
ShapeletSim,dust_uniform,simple_cmp,0.9833333333333333,656.08,338.85
Chinatown,dust_uniform,simple_cmp,0.9825072886297376,606.53,64.9
ECG200,dust_uniform,cdf_cmp,0.75,626.35,21.25
TwoLeadECG,dust_uniform,cdf_cmp,0.8700614574187884,650.36,1089.5
ECGFiveDays,dust_uniform,cdf_cmp,0.9872241579558653,673.25,1514.21
ItalyPowerDemand,dust_uniform,cdf_cmp,0.892128279883382,628.38,255.94
SonyAIBORobotSurface2,dust_uniform,cdf_cmp,0.8457502623294858,645.81,860.25
SonyAIBORobotSurface1,dust_uniform,cdf_cmp,0.8069883527454242,633.15,573.01
Plane,dust_uniform,cdf_cmp,0.8571428571428571,626.61,23.3
Trace,dust_uniform,cdf_cmp,0.99,645.88,42.77
DodgerLoopWeekend,dust_uniform,cdf_cmp,0.8043478260869565,652.74,303.51
DodgerLoopGame,dust_uniform,cdf_cmp,0.717391304347826,670.1,395.04
DodgerLoopDay,dust_uniform,cdf_cmp,0.45,620.28,33.98
SmoothSubspace,dust_uniform,cdf_cmp,0.7466666666666667,622.98,21.57
BME,dust_uniform,cdf_cmp,0.6,664.67,318.89
CBF,dust_uniform,cdf_cmp,0.8544444444444445,676.86,1124.8
UMD,dust_uniform,cdf_cmp,0.9097222222222222,650.24,193.08
SyntheticControl,dust_uniform,cdf_cmp,0.8166666666666667,617.93,22.35
ShapeletSim,dust_uniform,cdf_cmp,0.9833333333333333,664.69,401.33
Chinatown,dust_uniform,cdf_cmp,0.9650145772594753,606.18,63.01
ECG200,dust_uniform,interval_cmp,0.75,623.8,20.19
TwoLeadECG,dust_uniform,interval_cmp,0.7278314310798947,651.58,1188.28
ECGFiveDays,dust_uniform,interval_cmp,0.9872241579558653,672.15,1485.17
ItalyPowerDemand,dust_uniform,interval_cmp,0.892128279883382,632.18,340.46
SonyAIBORobotSurface2,dust_uniform,interval_cmp,0.9003147953830011,641.67,933.72
SonyAIBORobotSurface1,dust_uniform,interval_cmp,0.7920133111480865,627.75,541.29
Plane,dust_uniform,interval_cmp,0.9714285714285714,632.17,33.62
Trace,dust_uniform,interval_cmp,0.99,645.74,49.6
DodgerLoopWeekend,dust_uniform,interval_cmp,0.8043478260869565,650.74,265.4
DodgerLoopGame,dust_uniform,interval_cmp,0.6666666666666666,659.82,390.13
DodgerLoopDay,dust_uniform,interval_cmp,0.45,628.66,35.18
SmoothSubspace,dust_uniform,interval_cmp,0.6466666666666666,623.31,23.26
BME,dust_uniform,interval_cmp,0.6,638.13,283.42
CBF,dust_uniform,interval_cmp,0.9188888888888889,657.16,1166.1
UMD,dust_uniform,interval_cmp,0.9097222222222222,647.59,166.73
SyntheticControl,dust_uniform,interval_cmp,0.8266666666666667,626.8,26.17
ShapeletSim,dust_uniform,interval_cmp,0.9833333333333333,669.68,446.91
Chinatown,dust_uniform,interval_cmp,0.9358600583090378,606.07,58.33
ECG200,dust_normal,simple_cmp,0.75,622.19,21.06
TwoLeadECG,dust_normal,simple_cmp,0.7278314310798947,651.38,1202.43
ECGFiveDays,dust_normal,simple_cmp,0.9872241579558653,674.68,1344.39
ItalyPowerDemand,dust_normal,simple_cmp,0.8571428571428571,628.87,322.75
SonyAIBORobotSurface2,dust_normal,simple_cmp,0.9003147953830011,643.08,920.05
SonyAIBORobotSurface1,dust_normal,simple_cmp,0.8069883527454242,629.85,534.09
Plane,dust_normal,simple_cmp,0.8571428571428571,621.96,22.25
Trace,dust_normal,simple_cmp,0.99,638.35,38.76
DodgerLoopWeekend,dust_normal,simple_cmp,0.8043478260869565,651.67,279.53
DodgerLoopGame,dust_normal,simple_cmp,0.7681159420289855,663.91,340.6
DodgerLoopDay,dust_normal,simple_cmp,0.45,638.54,40.26
SmoothSubspace,dust_normal,simple_cmp,0.7066666666666667,622.28,17.5
BME,dust_normal,simple_cmp,0.66,657.49,258.08
CBF,dust_normal,simple_cmp,0.7633333333333333,665.42,1204.54
UMD,dust_normal,simple_cmp,0.9097222222222222,654.22,124.37
SyntheticControl,dust_normal,simple_cmp,0.8166666666666667,624.63,22.07
ShapeletSim,dust_normal,simple_cmp,0.9833333333333333,651.43,342.12
Chinatown,dust_normal,simple_cmp,0.9271137026239067,603.12,37.54
ECG200,dust_normal,cdf_cmp,0.75,624.73,23.93
TwoLeadECG,dust_normal,cdf_cmp,0.8138718173836699,658.09,1229.84
ECGFiveDays,dust_normal,cdf_cmp,0.9477351916376306,658.74,969.79
ItalyPowerDemand,dust_normal,cdf_cmp,0.8707482993197279,629.52,334.66
SonyAIBORobotSurface2,dust_normal,cdf_cmp,0.9003147953830011,641.34,836.59
SonyAIBORobotSurface1,dust_normal,cdf_cmp,0.7920133111480865,621.35,300.37
Plane,dust_normal,cdf_cmp,0.8571428571428571,635.28,33.65
Trace,dust_normal,cdf_cmp,0.99,635.78,42.22
DodgerLoopWeekend,dust_normal,cdf_cmp,0.8043478260869565,654.16,305.25
DodgerLoopGame,dust_normal,cdf_cmp,0.7536231884057971,660.31,327.33
DodgerLoopDay,dust_normal,cdf_cmp,0.45,638.07,37.53
SmoothSubspace,dust_normal,cdf_cmp,0.6266666666666667,622.6,22.41
BME,dust_normal,cdf_cmp,0.7266666666666667,666.05,287.42
CBF,dust_normal,cdf_cmp,0.8766666666666667,670.07,961.49
UMD,dust_normal,cdf_cmp,0.8958333333333334,633.3,155.89
SyntheticControl,dust_normal,cdf_cmp,0.8366666666666667,625.71,23.03
ShapeletSim,dust_normal,cdf_cmp,0.9833333333333333,662.65,319.58
Chinatown,dust_normal,cdf_cmp,0.9096209912536443,606.59,60.49
ECG200,dust_normal,interval_cmp,0.75,622.35,20.04
TwoLeadECG,dust_normal,interval_cmp,0.7278314310798947,643.92,974.57
ECGFiveDays,dust_normal,interval_cmp,0.9477351916376306,654.02,968.71
ItalyPowerDemand,dust_normal,interval_cmp,0.892128279883382,629.49,342.73
SonyAIBORobotSurface2,dust_normal,interval_cmp,0.9003147953830011,642.63,694.05
SonyAIBORobotSurface1,dust_normal,interval_cmp,0.7271214642262895,615.86,302.92
Plane,dust_normal,interval_cmp,0.8571428571428571,636.86,34.15
Trace,dust_normal,interval_cmp,0.99,650.7,42.81
DodgerLoopWeekend,dust_normal,interval_cmp,0.8043478260869565,655.66,297.08
DodgerLoopGame,dust_normal,interval_cmp,0.7536231884057971,657.04,330.88
DodgerLoopDay,dust_normal,interval_cmp,0.45,626.41,20.89
SmoothSubspace,dust_normal,interval_cmp,0.6933333333333334,618.81,18.54
BME,dust_normal,interval_cmp,0.6533333333333333,664.23,270.11
CBF,dust_normal,interval_cmp,0.9366666666666666,647.52,740.36
UMD,dust_normal,interval_cmp,0.8958333333333334,647.48,181.78
SyntheticControl,dust_normal,interval_cmp,0.8266666666666667,619.69,28.45
ShapeletSim,dust_normal,interval_cmp,0.9833333333333333,674.77,339.78
Chinatown,dust_normal,interval_cmp,0.967930029154519,603.18,34.27
